epoch,train_loss,test_loss,learning_rate,train_acc,test_acc,training_time,testing_time,mixup_used,binary_connect_used
176,0.961,0.323,0.0019030116872178384,71.02,94.24,0:03:14.770658,0:00:19.283274,yes,no
177,0.961,0.302,0.0017555878527937174,71.01,94.24,0:03:14.756011,0:00:19.302659,yes,no
178,0.955,0.291,0.0016138992292533167,70.97,94.50,0:03:14.696487,0:00:19.447947,yes,no
179,0.929,0.288,0.0014779807761443645,71.94,94.57,0:03:14.720092,0:00:19.442989,yes,no
180,0.929,0.274,0.0013478660293113683,71.90,94.74,0:03:14.619065,0:00:19.434664,yes,no
181,0.920,0.308,0.0012235870926211624,72.20,94.59,0:03:14.488114,0:00:19.276126,yes,no
182,0.925,0.317,0.0011051746300417477,72.14,94.54,0:03:14.468767,0:00:19.285118,yes,no
183,0.929,0.314,0.0009926578580764268,71.96,94.58,0:03:14.790534,0:00:19.301739,yes,no
184,0.953,0.276,0.0008860645385550515,70.73,94.86,0:03:14.723841,0:00:19.430681,yes,no
185,0.899,0.304,0.0007854209717842264,73.00,94.63,0:03:14.758242,0:00:19.292383,yes,no
186,0.919,0.293,0.0006907519900580866,71.85,94.59,0:03:14.726416,0:00:19.294209,yes,no
187,0.914,0.282,0.0006020809515313173,72.46,94.89,0:03:14.744536,0:00:19.454246,yes,no
188,0.913,0.290,0.0005194297344558538,72.23,94.76,0:03:14.736007,0:00:19.296112,yes,no
189,0.894,0.272,0.00044281873178278225,73.11,94.82,0:03:14.723551,0:00:19.299263,yes,no
190,0.912,0.305,0.0003722668461306535,72.26,94.46,0:03:14.751801,0:00:19.293607,yes,no
191,0.892,0.283,0.0003077914851215587,72.88,94.85,0:03:14.823832,0:00:19.277504,yes,no
192,0.913,0.293,0.00024940855708606175,72.20,94.80,0:03:14.764586,0:00:19.308331,yes,no
193,0.889,0.293,0.00019713246713805603,73.13,94.66,0:03:14.809076,0:00:19.282229,yes,no
194,0.900,0.288,0.00015097611362051023,72.88,94.84,0:03:14.841414,0:00:19.290056,yes,no
195,0.880,0.264,0.00011095088492300018,73.70,94.91,0:03:14.655381,0:00:19.440002,yes,no
196,0.882,0.253,7.706665667180096e-05,73.25,95.02,0:03:14.761068,0:00:19.451391,yes,no
197,0.881,0.289,4.9331789293211064e-05,73.30,94.80,0:03:14.671130,0:00:19.292022,yes,no
198,0.898,0.272,2.7753125950752432e-05,72.87,94.87,0:03:14.671315,0:00:19.295654,yes,no
199,0.908,0.295,1.2335990856710008e-05,72.37,94.84,0:03:14.504533,0:00:19.273491,yes,no
200,0.901,0.276,3.0841879584853094e-06,72.59,94.89,0:03:14.770778,0:00:19.294722,yes,no
