epoch,train_loss,test_loss,learning_rate,train_acc,test_acc,training_time,testing_time,mixup_used,binary_connect_used
134,1.238,1.101,0.0025227066578379616,55.85,60.19,0:01:39.253321,0:00:06.221380,no,yes
135,1.235,1.111,0.0024547929212481432,55.86,60.12,0:01:39.124033,0:00:06.216545,no,yes
136,1.232,1.109,0.0023875071764202557,56.23,60.11,0:01:39.122479,0:00:06.217673,no,yes
137,1.232,1.126,0.0023208660251050153,56.16,59.57,0:01:39.103700,0:00:06.225121,no,yes
138,1.234,1.097,0.0022548859100093403,55.96,60.63,0:01:39.254248,0:00:06.238521,no,yes
139,1.234,1.096,0.0021895831107393462,55.86,60.57,0:01:39.352514,0:00:06.237462,no,yes
140,1.229,1.103,0.002124973739783607,56.15,60.32,0:01:39.344697,0:00:06.235719,no,yes
141,1.227,1.077,0.0020610737385376348,56.19,61.59,0:01:39.179038,0:00:06.516577,no,yes
142,1.228,1.082,0.0019978988733705804,55.97,60.75,0:01:39.071090,0:00:06.231618,no,yes
143,1.224,1.105,0.001935464731735117,56.31,60.17,0:01:39.324312,0:00:06.236367,no,yes
144,1.224,1.091,0.0018737867183214738,56.37,60.87,0:01:39.178141,0:00:06.238481,no,yes
145,1.221,1.071,0.001812880051256551,56.23,61.27,0:01:39.282823,0:00:06.218812,no,yes
146,1.225,1.077,0.001752759758349082,56.11,61.26,0:01:39.408698,0:00:06.216844,no,yes
147,1.217,1.072,0.0016934406733817413,56.62,61.44,0:01:39.475527,0:00:06.269299,no,yes
148,1.216,1.079,0.0016349374324511328,56.65,61.21,0:01:39.372400,0:00:06.216656,no,yes
149,1.214,1.074,0.0015772644703565563,56.72,61.47,0:01:39.471217,0:00:06.237021,no,yes
150,1.214,1.078,0.0015204360170384284,56.81,61.34,0:01:39.751204,0:00:06.218593,no,yes
151,1.216,1.076,0.0014644660940672626,56.58,61.35,0:01:39.268161,0:00:06.237058,no,yes
152,1.213,1.080,0.0014093685111840565,56.79,61.24,0:01:39.322180,0:00:06.240457,no,yes
153,1.217,1.075,0.0013551568628929432,56.68,61.11,0:01:39.316741,0:00:06.241937,no,yes
154,1.212,1.079,0.001301844525106951,56.84,61.16,0:01:39.389264,0:00:06.241209,no,yes
155,1.208,1.087,0.0012494446518477018,56.87,60.47,0:01:39.356558,0:00:06.242871,no,yes
156,1.205,1.072,0.0011979701719998452,56.86,61.35,0:01:39.330595,0:00:06.255123,no,yes
157,1.210,1.068,0.001147433786121054,56.80,61.02,0:01:39.332025,0:00:06.212890,no,yes
158,1.206,1.068,0.001097847963308352,56.84,61.04,0:01:39.100042,0:00:06.219391,no,yes
159,1.206,1.060,0.0010492249381215478,56.79,61.78,0:01:39.299489,0:00:06.530136,no,yes
160,1.207,1.069,0.001001576707564547,56.72,61.65,0:01:39.308972,0:00:06.215657,no,yes
